SERIALNO,NP,TYPE,ACR,BDSP,BLD,ELEP,FULP,GASP,HFL,RMSP,TEN,VALP,YBL,R18,R60
1062063,1,1,House on less than one acre,3,One-family house detached,100,2,40,Electricity,8,Owned free and clear,200000,1940 to 1949,none,1 or more
1062086,2,1,House on less than one acre,3,One-family house detached,100,2,40,Utility gas,8,Owned free and clear,125000,1950 to 1959,none,1 or more
1062129,2,1,NA,1,10-19 Apartments,70,2,3,Electricity,4,Rented,NA,1939 or earlier,none,none
1062245,5,1,House on less than one acre,3,Mobile home or trailer,90,2,3,Electricity,5,Owned free and clear,24000,1990 to 1999,1 or more,none
1062421,2,1,House on one to less than ten acres,5,One-family house detached,120,200,3,Wood,16,Owned free and clear,550000,1990 to 1999,none,1 or more
1062438,3,1,NA,2,2 Apartments,90,2,3,Electricity,4,Rented,NA,1980 to 1989,none,none
1062490,3,1,House on less than one acre,3,One-family house attached,100,2,30,Electricity,5,Rented,NA,2007,none,1 or more
1062494,1,1,House on less than one acre,2,One-family house attached,140,2,30,Utility gas,4,Rented,NA,1970 to 1979,none,none
1062613,2,1,House on less than one acre,3,One-family house detached,80,2,3,Electricity,9,Owned with mortgage or loan,230000,1980 to 1989,none,1 or more
1062778,1,1,House on less than one acre,4,One-family house detached,80,2,60,Utility gas,9,Owned with mortgage or loan,200000,2006,none,none
1062913,1,1,House on less than one acre,2,Mobile home or trailer,100,1000,3,Other fuel,4,Rented,NA,1970 to 1979,none,none
1063040,2,1,House on less than one acre,3,One-family house detached,90,2,3,Electricity,8,Owned with mortgage or loan,800000,1970 to 1979,none,none
1063067,2,1,House on less than one acre,3,One-family house detached,540,2,350,Utility gas,5,Owned with mortgage or loan,270000,1940 to 1949,none,none
1063100,6,1,House on one to less than ten acres,3,One-family house detached,120,2,100,Utility gas,5,Rented,NA,2008,1 or more,none
1063108,2,1,House on less than one acre,3,One-family house detached,100,600,20,Utility gas,5,Owned free and clear,180000,1960 to 1969,none,1 or more
1063118,4,1,House on less than one acre,3,One-family house attached,160,2,40,Electricity,5,Rented,NA,1980 to 1989,1 or more,none
1063154,3,1,House on less than one acre,4,One-family house detached,100,2,100,Utility gas,7,Owned with mortgage or loan,750000,2005,none,none
1063332,2,1,House on one to less than ten acres,2,Mobile home or trailer,200,2,50,Electricity,3,Owned free and clear,175000,1990 to 1999,none,none
1063386,2,1,House on less than one acre,3,One-family house detached,140,2,110,Utility gas,7,Owned with mortgage or loan,300000,1960 to 1969,none,1 or more
1063435,3,1,House on less than one acre,4,One-family house detached,120,2,40,Utility gas,9,Owned with mortgage or loan,250000,1970 to 1979,1 or more,none
1063499,3,1,NA,2,2 Apartments,230,2,3,Electricity,4,Rented,NA,1970 to 1979,none,none
1063564,2,1,House on one to less than ten acres,3,One-family house detached,80,2,3,Electricity,5,Owned with mortgage or loan,150000,1960 to 1969,none,none
1063616,2,1,House on less than one acre,3,One-family house detached,100,150,140,Utility gas,6,Rented,NA,1940 to 1949,none,none
1063911,3,1,House on less than one acre,4,One-family house detached,160,2,130,Utility gas,8,Owned with mortgage or loan,245000,1990 to 1999,1 or more,none
1064018,1,1,House on less than one acre,3,One-family house detached,150,2,30,Electricity,6,Owned with mortgage or loan,200000,1960 to 1969,none,1 or more
1064250,1,1,House on less than one acre,3,One-family house detached,80,2,20,Utility gas,6,Owned with mortgage or loan,189000,2000 to 2004,none,none
1064562,2,1,House on less than one acre,3,One-family house detached,50,2,30,Utility gas,5,Owned with mortgage or loan,345000,1990 to 1999,none,none
1064592,3,1,House on less than one acre,4,One-family house detached,150,2,150,Utility gas,13,Owned with mortgage or loan,585000,1939 or earlier,1 or more,none
1064617,2,1,House on one to less than ten acres,3,One-family house detached,50,2,60,Utility gas,7,Owned free and clear,350000,1990 to 1999,none,none
1064729,2,1,House on less than one acre,2,Mobile home or trailer,110,2,3,Electricity,4,Owned free and clear,50000,1990 to 1999,none,1 or more
1064736,3,1,House on less than one acre,3,One-family house detached,440,2,350,Electricity,6,Rented,NA,1940 to 1949,1 or more,1 or more
1065236,1,1,NA,1,3-4 Apartments,50,2,3,Electricity,3,Rented,NA,1970 to 1979,none,1 or more
1065399,1,1,NA,2,20-49 Apartments,90,2,3,Electricity,5,Rented,NA,1960 to 1969,none,none
1065934,2,1,House on less than one acre,3,One-family house detached,120,2,3,Electricity,7,Owned with mortgage or loan,280000,1970 to 1979,none,1 or more
1065948,1,1,House on less than one acre,2,One-family house attached,40,2,3,Electricity,4,Owned with mortgage or loan,160000,1990 to 1999,none,none
1065988,2,1,House on less than one acre,2,One-family house attached,70,2,40,Utility gas,3,Owned with mortgage or loan,225000,1970 to 1979,none,none
1065994,3,1,House on less than one acre,2,One-family house detached,90,2,10,Electricity,4,Owned with mortgage or loan,140000,1939 or earlier,1 or more,none
1065997,4,1,House on less than one acre,3,One-family house detached,190,2,50,Utility gas,10,Owned with mortgage or loan,315000,1990 to 1999,1 or more,none
1066057,4,1,House on ten or more acres,3,Mobile home or trailer,210,2,3,Electricity,8,Owned with mortgage or loan,300000,1990 to 1999,1 or more,none
1066097,2,1,House on less than one acre,4,One-family house detached,140,2,100,Utility gas,10,Owned free and clear,485000,1939 or earlier,none,1 or more
1066110,1,1,House on one to less than ten acres,3,One-family house detached,160,2,3,Electricity,5,Owned with mortgage or loan,270000,1990 to 1999,none,1 or more
1066213,1,1,House on one to less than ten acres,3,Mobile home or trailer,70,2,3,Electricity,5,Owned with mortgage or loan,130000,1980 to 1989,none,1 or more
1066241,2,1,House on less than one acre,3,One-family house detached,50,2,80,Utility gas,5,Owned with mortgage or loan,320000,1950 to 1959,none,1 or more
1066367,2,1,NA,2,3-4 Apartments,70,2,60,Utility gas,4,Rented,NA,1970 to 1979,none,none
1066371,2,1,House on less than one acre,3,One-family house detached,100,600,3,Electricity,6,Owned free and clear,200000,1970 to 1979,none,1 or more
1066421,2,1,House on less than one acre,3,One-family house detached,110,2,90,Utility gas,7,Owned with mortgage or loan,30000,1960 to 1969,none,1 or more
1066496,3,1,House on less than one acre,4,One-family house detached,250,2,80,Utility gas,10,Owned with mortgage or loan,280000,1950 to 1959,none,1 or more
1066565,4,1,House on less than one acre,3,One-family house detached,80,2,70,Electricity,5,Rented,NA,1950 to 1959,none,none
1066578,2,1,House on less than one acre,4,One-family house detached,180,2,80,Electricity,7,Owned with mortgage or loan,254000,2000 to 2004,none,none
1066593,3,1,House on ten or more acres,3,One-family house detached,140,300,3,"Fuel oil, kerosene, etc.",5,Owned free and clear,300000,1960 to 1969,none,1 or more
1066621,2,1,House on less than one acre,5,One-family house detached,170,2,3,Electricity,8,Owned with mortgage or loan,350000,1960 to 1969,none,1 or more
1066690,4,1,House on less than one acre,3,One-family house detached,130,2,60,Utility gas,9,Owned with mortgage or loan,530000,1990 to 1999,1 or more,none
1066753,1,1,NA,1,10-19 Apartments,20,2,3,Electricity,3,Rented,NA,1970 to 1979,none,none
1066755,4,1,House on less than one acre,5,One-family house detached,170,2,3,Electricity,7,Owned with mortgage or loan,300000,2010,1 or more,none
1066768,2,1,House on less than one acre,3,One-family house detached,210,2,3,Electricity,6,Owned with mortgage or loan,210000,1960 to 1969,none,1 or more
1066851,3,1,House on less than one acre,2,One-family house attached,30,2,70,Utility gas,3,Owned with mortgage or loan,210000,1990 to 1999,none,none
1066878,1,1,House on less than one acre,2,One-family house detached,80,2,80,Utility gas,10,Occupied without payment of rent,NA,1939 or earlier,none,none
1067182,1,1,NA,2,2 Apartments,50,2,80,Utility gas,4,Owned with mortgage or loan,450000,1950 to 1959,none,none
1067225,1,1,NA,2,2 Apartments,100,2,3,Electricity,4,Rented,NA,1970 to 1979,none,none
1067308,4,1,House on less than one acre,3,One-family house detached,60,2,40,Utility gas,4,Owned with mortgage or loan,230000,2007,1 or more,none
1067309,1,1,NA,1,3-4 Apartments,80,2,3,Electricity,3,Rented,NA,1990 to 1999,none,1 or more
1067399,4,1,House on less than one acre,3,One-family house detached,540,2,3,Electricity,6,Rented,NA,1980 to 1989,1 or more,1 or more
1067411,1,1,House on less than one acre,2,One-family house detached,50,2,130,Utility gas,6,Owned with mortgage or loan,400000,1939 or earlier,none,none
1067422,2,1,House on one to less than ten acres,4,One-family house detached,300,2,3,Electricity,8,Occupied without payment of rent,NA,1950 to 1959,none,1 or more
1067430,2,1,House on one to less than ten acres,2,One-family house detached,110,150,3,"Fuel oil, kerosene, etc.",5,Owned free and clear,100000,1940 to 1949,none,1 or more
1067545,2,1,House on less than one acre,3,One-family house detached,100,2,140,Utility gas,7,Owned free and clear,420000,1939 or earlier,none,1 or more
1067736,2,1,House on less than one acre,3,One-family house detached,150,80,150,Utility gas,7,Owned with mortgage or loan,850000,1990 to 1999,none,1 or more
1067819,4,1,House on less than one acre,4,One-family house detached,100,2,30,Utility gas,7,Owned with mortgage or loan,270000,1990 to 1999,1 or more,none
1067853,3,1,House on less than one acre,3,One-family house detached,130,2,3,Electricity,5,Owned with mortgage or loan,235000,2007,1 or more,none
1067855,2,1,House on less than one acre,2,One-family house detached,100,2,40,Utility gas,4,Owned free and clear,160000,1960 to 1969,none,1 or more
1068316,3,1,House on less than one acre,3,One-family house detached,250,1200,3,"Fuel oil, kerosene, etc.",12,Owned with mortgage or loan,271000,1950 to 1959,none,none
1068414,1,1,House on less than one acre,2,Mobile home or trailer,130,2,3,Electricity,6,Owned free and clear,140000,1980 to 1989,none,1 or more
1068429,2,1,House on less than one acre,3,One-family house attached,150,2,3,Electricity,5,Rented,NA,1980 to 1989,1 or more,none
1068451,5,1,House on one to less than ten acres,3,One-family house detached,120,2,40,Utility gas,6,Rented,NA,1990 to 1999,1 or more,none
1068557,4,1,House on less than one acre,3,One-family house detached,70,2,50,Utility gas,9,Owned with mortgage or loan,210000,1939 or earlier,1 or more,none
1068709,2,1,House on less than one acre,3,One-family house detached,80,2,90,Utility gas,8,Owned free and clear,272000,1970 to 1979,none,1 or more
1068870,1,1,House on less than one acre,3,Mobile home or trailer,130,2,3,Electricity,4,Owned with mortgage or loan,50000,1990 to 1999,none,none
1068920,3,1,House on one to less than ten acres,3,One-family house detached,280,2,3,Electricity,5,Owned free and clear,190000,1990 to 1999,none,1 or more
1068951,1,1,House on less than one acre,3,One-family house detached,100,2,3,Electricity,5,Owned with mortgage or loan,150000,1970 to 1979,none,none
1069124,2,1,NA,2,5-9 Apartments,190,300,3,Electricity,4,Rented,NA,1990 to 1999,none,none
1069209,5,1,House on less than one acre,4,One-family house attached,400,2,3,Electricity,6,Rented,NA,1939 or earlier,1 or more,none
1069468,2,1,NA,2,10-19 Apartments,60,2,3,Electricity,4,Rented,NA,2010,none,none
1069543,2,1,House on less than one acre,3,One-family house detached,250,2,350,Utility gas,8,Owned with mortgage or loan,300000,1950 to 1959,none,1 or more
1069572,1,1,House on less than one acre,3,One-family house detached,90,2,20,Electricity,6,Owned free and clear,200000,1960 to 1969,none,1 or more
1069590,2,1,House on less than one acre,2,One-family house detached,50,2,60,Utility gas,10,Rented,NA,1939 or earlier,none,none
1069607,1,1,House on less than one acre,2,Mobile home or trailer,50,2,10,"Bottled, tank, or LP gas",3,Rented,NA,1970 to 1979,none,1 or more
1069615,4,1,House on less than one acre,3,One-family house detached,60,2,3,Electricity,4,Rented,NA,1970 to 1979,1 or more,none
1069651,3,1,House on less than one acre,3,One-family house detached,130,2,3,Electricity,6,Owned with mortgage or loan,210000,1950 to 1959,1 or more,none
1069671,3,1,House on ten or more acres,2,Mobile home or trailer,60,2,3,Wood,4,Owned free and clear,150000,1980 to 1989,none,1 or more
1069726,3,1,House on less than one acre,3,One-family house detached,430,1300,3,"Fuel oil, kerosene, etc.",6,Owned with mortgage or loan,434000,1939 or earlier,1 or more,none
1069730,2,1,House on less than one acre,3,One-family house detached,110,2,3,Electricity,6,Rented,NA,2000 to 2004,none,none
1069764,2,1,House on less than one acre,3,One-family house detached,70,2,60,Utility gas,4,Owned with mortgage or loan,395000,2013,none,none
1069825,3,1,NA,2,20-49 Apartments,140,2,3,Electricity,5,Rented,NA,1950 to 1959,1 or more,none
1069973,1,1,House on less than one acre,3,One-family house detached,30,2,3,Electricity,5,Owned with mortgage or loan,200000,1940 to 1949,none,1 or more
1070021,2,1,House on ten or more acres,3,One-family house detached,160,2,170,Other fuel,6,Owned free and clear,800000,1960 to 1969,none,1 or more
1070238,3,1,NA,2,5-9 Apartments,60,2,3,Utility gas,4,Rented,NA,1950 to 1959,1 or more,1 or more
1070308,4,1,House on less than one acre,3,One-family house detached,90,2,100,Utility gas,8,Owned with mortgage or loan,375000,1990 to 1999,1 or more,none
1070317,3,1,House on one to less than ten acres,3,Mobile home or trailer,220,400,3,Electricity,5,Owned free and clear,90000,1970 to 1979,none,none
1070372,2,1,House on ten or more acres,2,Mobile home or trailer,190,2,60,"Bottled, tank, or LP gas",6,Owned free and clear,385000,1970 to 1979,none,1 or more
1070397,1,1,House on one to less than ten acres,3,One-family house detached,70,600,3,Electricity,5,Owned with mortgage or loan,450000,1970 to 1979,none,1 or more
1070471,1,1,House on less than one acre,3,One-family house detached,120,2,3,Electricity,6,Rented,NA,2005,none,none
1070668,3,1,House on less than one acre,2,Mobile home or trailer,80,1200,3,Electricity,4,Rented,NA,1960 to 1969,1 or more,none
1070891,4,1,House on less than one acre,3,One-family house detached,190,2,3,Electricity,4,Owned with mortgage or loan,230000,2010,1 or more,none
1070951,3,1,NA,3,5-9 Apartments,200,2,3,Electricity,5,Rented,NA,1990 to 1999,1 or more,none
1070989,2,1,House on less than one acre,3,One-family house detached,60,2,60,Utility gas,7,Owned with mortgage or loan,225000,1990 to 1999,none,1 or more
1071044,3,1,House on one to less than ten acres,3,One-family house detached,40,130,150,"Bottled, tank, or LP gas",5,Owned free and clear,200000,1970 to 1979,none,1 or more
1071209,3,1,House on less than one acre,2,One-family house detached,180,500,3,Electricity,5,Owned with mortgage or loan,350000,1950 to 1959,1 or more,none
1071402,3,1,House on less than one acre,2,One-family house detached,90,2,20,Utility gas,10,Owned with mortgage or loan,500000,1939 or earlier,1 or more,none
1071602,3,1,House on less than one acre,3,One-family house detached,160,2,10,Electricity,10,Owned with mortgage or loan,180000,1939 or earlier,none,none
